,BTC,ETH,LTC,BCH,TRX,XRP,EOS
474,3567.39,120.07,40.35,119.15,0.02358,0.301,2.76
475,3575.95,120.62,41.3,119.95,0.02361,0.2988,2.78
476,3592.04,122.02,42.4,120.17,0.023719999999999998,0.3008,2.82
477,3608.18,123.07,42.77,120.3,0.02399,0.299,2.82
478,3661.42,133.11,43.7,123.92,0.02417,0.3035,2.91
479,3882.52,143.98,46.92,141.05,0.024990000000000002,0.3218,3.53
480,3898.91,141.39,46.6,138.65,0.02458,0.3209,3.54
481,3900.28,143.64,48.04,139.09,0.02469,0.3187,3.74
482,3917.66,144.31,48.25,140.08,0.024909999999999998,0.3174,3.79
483,3948.48,147.17,48.27,140.48,0.024980000000000002,0.3204,3.86
484,3755.38,133.15,42.99,127.15,0.02278,0.2983,3.5
485,3771.53,133.21,43.87,127.16,0.02384,0.3,3.35
486,3791.9,134.46,44.47,131.03,0.024,0.3166,3.37
487,3699.53,127.72,43.0,126.27,0.02387,0.3024,3.4
488,3798.0,134.01,45.04,128.7,0.02396,0.3105,3.53
489,3822.67,135.69,45.81,129.39,0.02402,0.3137,3.48
490,3790.74,131.13,46.93,128.63,0.02253,0.3119,3.49
491,3788.04,128.88,47.51,128.83,0.02288,0.3104,3.54
492,3705.14,123.96,45.05,121.37,0.02111,0.3005,3.15
493,3720.49,126.05,45.79,122.93,0.0223,0.303,3.27
494,3839.39,134.7,51.74,129.36,0.02338,0.312,3.65
495,3853.2,135.98,54.32,129.68,0.023119999999999998,0.3139,3.77
496,3804.98,131.61,54.66,126.34,0.02254,0.3056,3.55
497,3860.66,133.74,55.81,126.7,0.0224,0.3085,3.65
498,3897.82,135.07,56.34,130.31,0.022609999999999998,0.3104,3.71
499,3849.45,131.96,54.42,126.9,0.02231,0.3092,3.56
500,3827.23,129.14,52.85,125.81,0.02185,0.3073,3.49
501,3853.06,131.61,54.88,126.52,0.022369999999999998,0.3084,3.55
502,3825.03,130.3,53.75,127.59,0.02256,0.3009,3.54
503,3876.17,132.86,56.34,131.66,0.02256,0.3126,3.63
504,3924.98,137.57,58.9,143.73,0.02309,0.316,3.76
505,3970.97,138.1,60.11,147.53,0.02252,0.3165,3.8
506,3964.31,137.19,58.63,153.4,0.0224,0.3143,3.75
507,3972.47,137.73,58.91,156.1,0.02257,0.3134,3.72
508,3995.49,136.72,57.64,154.9,0.022680000000000002,0.3127,3.6
509,3953.53,133.53,57.73,148.37,0.02228,0.3049,3.59
510,3984.0,135.09,58.44,151.7,0.02249,0.3083,3.63
511,3982.47,136.43,59.41,156.77,0.0228,0.3099,3.65
512,3970.35,135.02,59.22,161.69,0.02323,0.3052,3.63
