,BTC,ETH,LTC,BCH,TRX,XRP,EOS
268,7718.0,449.63,81.25,781.91,0.034,0.445,7.93
269,8395.82,479.47,89.16,865.86,0.038,0.4573,8.59
270,8170.23,471.28,86.34,831.23,0.03702,0.45899999999999996,8.53
271,7937.25,462.03,83.54,804.03,0.03583,0.4492,8.31
272,8182.89,469.69,84.45,820.01,0.036660000000000005,0.4548,8.43
273,8230.87,468.55,84.02,822.81,0.03689,0.4576,8.37
274,8216.78,466.2,83.95,830.31,0.03913,0.4529,8.34
275,8176.06,456.56,82.19,814.48,0.0365,0.4458,7.74
276,7735.3,431.99,78.84,776.27,0.0338,0.4351,7.33
277,7610.9,419.87,77.64,767.83,0.03255,0.4464,7.23
278,7542.34,410.83,76.2,731.03,0.03134,0.4306,7.02
279,7417.6,417.62,77.59,724.78,0.031039999999999998,0.4402,7.18
280,7017.89,406.91,73.02,695.86,0.0287,0.4296,6.98
281,7042.39,408.81,74.65,709.17,0.030160000000000003,0.4347,7.03
282,6945.78,404.95,73.58,690.96,0.02905,0.4128,7.06
283,6723.21,377.94,67.33,657.05,0.027589999999999996,0.3781,6.57
284,6285.02,355.57,62.22,588.63,0.02418,0.3321,5.59
285,6543.24,363.51,63.01,608.95,0.02611,0.344,5.76
286,6153.41,331.57,59.14,570.32,0.02364,0.3187,5.24
287,6242.54,318.01,57.91,563.18,0.02216,0.298,4.96
288,6322.92,318.2,59.37,571.36,0.02307,0.2958,4.96
289,6263.2,284.03,56.47,531.58,0.01911,0.2745,4.58
290,6199.6,278.31,54.37,510.26,0.01853,0.273,4.57
291,6274.22,281.24,54.41,511.19,0.01916,0.2803,4.63
292,6323.81,286.8,55.39,516.12,0.01938,0.2916,4.51
293,6591.16,317.57,61.79,603.69,0.02337,0.3672,5.58
294,6405.71,294.85,57.24,554.89,0.02134,0.3284,5.08
295,6502.18,299.62,57.82,570.97,0.02201,0.3414,5.29
296,6269.9,270.81,53.4,513.43,0.0204,0.3149,4.7
297,6491.11,281.13,56.4,536.47,0.020919999999999998,0.33399999999999996,4.9
298,6366.13,270.37,55.18,518.42,0.0196,0.3178,4.71
299,6538.95,275.83,57.28,529.91,0.02085,0.3257,4.9
300,6708.96,281.37,57.92,533.45,0.021519999999999997,0.3269,5.05
301,6749.56,277.56,57.94,536.49,0.0224,0.3273,5.04
302,6720.6,274.3,57.08,523.98,0.0228,0.32299999999999995,4.95
303,6915.73,288.02,60.69,549.3,0.02455,0.3387,5.38
304,7091.38,295.55,63.16,565.28,0.02688,0.3508,5.91
305,7052.0,288.67,61.54,554.52,0.025480000000000003,0.3447,6.13
306,6998.76,284.15,60.23,538.73,0.02502,0.3348,6.07
307,7026.96,281.66,62.13,542.22,0.02541,0.3348,6.4
308,7203.46,295.36,66.47,617.79,0.02665,0.3468,6.66
309,7301.26,295.02,66.22,651.05,0.02567,0.3417,6.64
310,7270.05,288.97,65.38,628.3,0.02501,0.3345,6.47
311,7369.86,285.23,67.68,626.33,0.02544,0.3304,6.48
312,6705.03,228.27,57.73,526.8,0.02166,0.2789,5.16
313,6515.42,229.52,57.49,519.43,0.02164,0.3014,5.23
314,6411.78,215.14,55.55,497.43,0.02034,0.2868,5.06
315,6200.16,196.77,53.14,474.24,0.01915,0.2769,4.74
316,6249.07,195.99,54.72,479.21,0.0193,0.2759,4.94
317,6324.43,197.14,54.34,466.54,0.01923,0.2697,5.03
318,6295.54,185.15,52.0,439.9,0.0185,0.263,4.99
319,6337.11,183.03,51.63,431.72,0.01818,0.2699,4.94
320,6492.0,211.27,54.55,463.72,0.019809999999999998,0.2793,5.39
321,6486.01,208.87,56.28,447.5,0.0198,0.2762,5.23
322,6522.08,221.63,56.36,448.9,0.01985,0.2807,5.34
323,6502.44,220.12,56.79,450.46,0.01991,0.281,5.41
324,6261.48,196.04,52.09,417.55,0.01839,0.2705,4.84
325,6346.44,208.39,54.0,432.69,0.0193,0.319,5.06
326,6398.8,209.78,54.31,429.8,0.01963,0.3265,5.25
327,6505.9,224.76,56.59,456.12,0.02131,0.4485,5.77
328,6762.06,247.69,60.87,501.93,0.02502,0.5644,6.19
329,6716.6,240.78,60.6,485.43,0.02317,0.5732,5.94
330,6702.7,244.55,61.36,489.53,0.0238,0.5713,6.03
331,6583.53,227.92,57.95,462.39,0.02213,0.4921,5.67
332,6437.74,219.2,57.54,446.34,0.02125,0.5251,5.42
333,6462.6,214.21,57.23,514.23,0.02104,0.5129,5.55
334,6686.13,229.09,63.22,566.03,0.02251,0.5434,5.82
335,6635.38,221.56,61.84,539.29,0.02198,0.5396,5.76
336,6603.75,231.32,61.54,538.21,0.022080000000000002,0.5688,5.75
337,6623.71,232.6,61.1,530.76,0.02216,0.5817,5.72
338,6594.98,230.89,60.28,532.4,0.022080000000000002,0.5769,5.74
339,6525.47,225.41,59.34,531.74,0.02239,0.5165,5.62
340,6492.26,219.97,57.36,516.3,0.02167,0.5277,5.62
341,6579.79,221.76,58.14,513.69,0.02275,0.5281,5.8
342,6632.87,227.9,58.75,520.37,0.02335,0.5195,5.83
343,6589.94,224.62,57.82,509.93,0.02383,0.4877,5.73
344,6601.15,225.65,58.09,519.66,0.026930000000000003,0.48200000000000004,5.76
345,6650.07,229.33,59.44,529.86,0.026639999999999997,0.491,5.94
346,6631.79,227.49,58.68,518.92,0.026139999999999997,0.4805,5.92
347,6581.07,225.26,57.82,513.62,0.025519999999999998,0.46399999999999997,5.92
348,6209.47,189.83,50.81,431.47,0.02099,0.3809,5.09
349,6250.85,195.97,53.3,441.0,0.02289,0.4193,5.2
350,6267.27,199.45,53.42,449.93,0.0239,0.4194,5.3
351,6277.73,194.99,51.94,438.99,0.02376,0.4064,5.2
352,6612.36,210.8,54.68,463.11,0.025689999999999998,0.4555,5.59
353,6583.05,210.22,53.9,458.99,0.02486,0.4774,5.57
354,6574.52,207.6,53.67,450.87,0.02495,0.4774,5.56
355,6488.72,202.49,52.35,439.55,0.02475,0.4619,5.46
356,6469.28,202.86,52.81,441.99,0.024419999999999997,0.4567,5.4
357,6490.56,205.08,53.31,449.57,0.024669999999999997,0.4646,5.45
358,6509.87,204.77,52.76,451.07,0.02456,0.4613,5.51
359,6483.23,203.6,52.12,452.57,0.02425,0.4575,5.46
360,6470.22,203.7,52.6,444.87,0.02376,0.4658,5.49
361,6476.25,202.92,52.27,444.95,0.023790000000000002,0.461,5.43
362,6462.77,201.23,52.17,442.73,0.02361,0.4604,5.43
363,6457.21,203.37,52.05,441.13,0.024,0.4641,5.45
364,6470.17,202.79,51.9,438.48,0.0235,0.4587,5.42
365,6470.74,203.72,51.79,441.15,0.02377,0.462,5.44
366,6313.91,195.67,48.71,416.51,0.02226,0.44299999999999995,5.15
367,6309.11,196.19,49.04,422.16,0.022359999999999998,0.4459,5.14
368,6342.61,197.85,49.68,425.36,0.02251,0.4524,5.25
369,6381.3,198.73,50.33,425.0,0.02257,0.4593,5.29
370,6394.66,201.02,51.41,463.8,0.02308,0.45899999999999996,5.4
371,6376.32,199.47,50.82,479.96,0.02284,0.4558,5.32
372,6467.05,211.3,54.23,569.53,0.02368,0.4686,5.54
373,6433.74,209.7,53.64,561.85,0.02392,0.4993,5.51
374,6479.72,219.56,56.03,631.45,0.02474,0.5529,5.78
375,6529.68,217.99,54.06,618.32,0.0241,0.5381,5.67
376,6446.06,211.29,52.28,576.75,0.02331,0.4944,5.53
377,6377.99,209.39,51.89,544.31,0.0233,0.5016,5.41
378,6396.37,211.9,52.18,556.78,0.02314,0.5061,5.43
379,6408.18,211.7,51.12,533.77,0.02307,0.5069,5.49
380,6375.08,210.81,50.68,516.24,0.02279,0.5209,5.46
381,6339.17,206.42,49.42,514.92,0.02241,0.5121,5.29
382,5741.47,182.72,43.38,444.16,0.01991,0.4749,4.75
383,5647.5,181.53,43.96,381.98,0.01942,0.4839,4.76
384,5586.27,174.84,42.28,355.2,0.01917,0.4736,4.59
385,5568.94,174.22,41.83,361.43,0.01929,0.4943,4.63
386,5615.26,177.53,42.13,338.1,0.019030000000000002,0.5128,4.65
387,4809.62,148.22,36.27,266.14,0.01598,0.4776,4.13
388,4441.81,130.74,32.85,247.55,0.0142,0.4369,3.81
389,4593.04,136.5,34.59,258.34,0.01489,0.4476,3.84
390,4320.68,124.83,31.56,250.22,0.013869999999999999,0.4225,3.53
391,4343.42,123.37,32.05,229.97,0.013919999999999998,0.4089,3.66
392,3854.11,112.75,29.0,196.11,0.01268,0.3756,3.3
393,4004.15,116.75,30.84,205.38,0.01259,0.3782,3.4
394,3784.59,108.87,29.5,195.69,0.01192,0.359,3.24
