close,high,low,open,volumefrom,volumeto
5.55,5.78,5.24,5.42,6605062.71,36419359.96
5.82,5.97,5.35,5.55,7113522.69,40266862.95
5.76,6.05,5.65,5.82,8859460.03,51885357.8
5.75,5.83,5.45,5.76,4030560.7,22807230.28
5.72,5.95,5.33,5.75,8029104.87,45211664.09
5.74,5.85,5.51,5.72,5322205.93,30234990.46
5.62,5.78,5.53,5.74,3551199.53,20090446.21
5.62,5.69,5.41,5.62,3553606.48,19711079.0
5.8,5.9,5.6,5.62,5342177.6,30740107.91
5.83,5.93,5.66,5.8,3793551.53,21892983.4
5.73,5.86,5.67,5.83,1766942.12,10165767.97
5.76,5.8,5.63,5.73,2490446.29,14202001.41
5.94,6.04,5.73,5.76,5817428.01,34395844.48
5.92,5.98,5.84,5.94,2361604.48,13969202.81
5.92,5.96,5.8,5.92,2413630.04,14203330.67
5.09,5.92,5.0,5.92,12738649.2,68706114.14
5.2,5.32,5.01,5.09,3663214.13,19057204.26
5.3,5.34,5.17,5.2,1316488.62,6943436.45
5.2,5.33,5.17,5.3,1506902.84,7925901.81
5.59,6.08,5.15,5.2,12582915.86,71159391.46
5.57,5.67,5.47,5.59,1932775.68,10730424.9
5.56,5.62,5.5,5.57,1148820.55,6384244.0
5.46,5.67,5.38,5.56,2677431.65,14742829.02
5.4,5.48,5.33,5.46,2781123.4,15019585.21
5.45,5.51,5.38,5.4,1310355.41,7162590.11
5.51,5.65,5.41,5.45,1709231.11,9470172.52
5.46,5.56,5.43,5.51,1031675.61,5655898.52
5.49,5.53,5.41,5.46,1572519.64,8602939.75
5.43,5.52,5.42,5.49,1827778.53,9998726.15
5.43,5.47,5.37,5.43,890636.07,4831926.38
5.45,5.51,5.38,5.43,1458704.64,7938337.99
5.42,5.46,5.4,5.45,491773.46,2668567.26
5.44,5.47,5.41,5.42,627386.61,3408087.19
5.15,5.45,5.05,5.44,4699417.73,24709148.32
5.14,5.18,5.11,5.15,716166.33,3690154.07
5.25,5.31,5.08,5.14,2052953.67,10707786.97
5.29,5.31,5.23,5.25,736252.62,3872041.84
5.4,5.42,5.29,5.29,1798559.02,9652607.58
5.32,5.41,5.28,5.4,1257961.92,6706621.65
5.54,5.61,5.3,5.32,2641440.79,14466708.0
5.51,5.56,5.42,5.54,1278857.82,7023898.63
5.78,5.79,5.49,5.51,3098537.6,17540605.32
5.67,5.83,5.62,5.78,1944356.12,11130779.39
5.53,5.7,5.5,5.67,2101588.88,11694317.21
5.41,5.58,5.37,5.53,2266042.53,12433200.21
5.43,5.47,5.4,5.41,975456.18,5298131.21
5.49,5.52,5.29,5.43,1267771.67,6830459.75
5.46,5.52,5.39,5.49,1002971.66,5463106.43
5.29,5.47,5.14,5.46,2769342.11,14683869.81
4.75,5.33,4.46,5.29,14370090.2,68628598.58
4.76,4.81,4.28,4.75,9378807.64,42755384.12
4.59,4.8,4.51,4.76,3060106.88,14196294.39
4.63,4.64,4.53,4.59,1155557.05,5302556.47
4.65,4.72,4.58,4.63,1810389.15,8392641.08
4.13,4.65,4.04,4.65,14344787.64,60297897.37
3.81,4.25,3.46,4.13,21454682.28,82209718.55
3.84,3.96,3.63,3.81,6878740.21,26082294.53
3.53,3.91,3.51,3.84,3737781.18,13939327.48
3.66,3.73,3.41,3.53,8980082.93,32065266.84
3.3,3.75,3.19,3.66,9510205.11,32741527.66
3.4,3.51,3.07,3.3,14392605.91,46824026.88
3.24,3.46,3.11,3.4,7052870.55,23103517.76
3.05,3.24,2.86,3.24,8485129.65,25660846.66
3.3,3.4,3.05,3.05,7126284.11,23008481.63
3.04,3.32,2.91,3.3,8195398.68,25195620.3
2.89,3.08,2.81,3.04,7021815.03,20463110.59
2.97,3.07,2.82,2.89,4058420.96,11985346.81
2.87,3.05,2.82,2.97,2920609.9,8609468.61
2.59,2.88,2.53,2.87,5621589.92,15202067.11
2.47,2.65,2.3,2.59,10005612.17,24959144.91
2.19,2.48,2.17,2.47,13993564.62,32048339.33
1.85,2.27,1.84,2.19,17555478.41,36795867.87
1.76,1.88,1.55,1.85,25155682.64,42987238.86
1.86,1.99,1.64,1.76,17659449.39,32057411.37
2.05,2.17,1.77,1.86,13255639.51,26375701.95
1.95,2.13,1.9,2.05,14005246.49,28017093.61
1.86,1.97,1.79,1.95,8933366.33,16741016.07
2.01,2.09,1.83,1.86,10671848.54,21097203.96
1.87,2.03,1.84,2.01,9495952.52,18438095.67
1.85,1.92,1.77,1.87,7180467.85,13291604.42
1.93,1.97,1.81,1.85,5859914.44,11004447.93
1.95,2.03,1.92,1.93,6717695.95,13267052.81
2.45,2.57,1.94,1.95,19069709.34,43738929.81
2.7,2.77,2.4,2.45,18412278.85,47567302.73
2.52,2.88,2.5,2.7,18673506.08,50118256.14
2.8,2.88,2.49,2.52,17257471.63,46831797.03
2.67,2.9,2.56,2.8,12138211.1,33019183.43
2.69,2.71,2.53,2.67,6569949.49,17270225.22
2.87,3.09,2.67,2.69,12569213.09,36144060.44
2.83,3.2,2.81,2.87,15424625.59,46459246.23
2.58,2.83,2.47,2.83,11033029.55,28729205.24
2.65,2.76,2.53,2.58,7646028.89,20058223.49
2.36,2.67,2.32,2.65,9035574.5,22400896.0
2.74,2.8,2.31,2.36,10934905.55,28234147.8
